age,gender,employment_status,annual_income,usage_per_month,top_genre,num_of_days_active
26,Male,Student,3050,1298,Pop,177
28,Male,Student,16450,1924,Classical,130
39,Male,Employed full-time,23150,35,Pop,192
33,Male,Employed full-time,111800,1009,Classical,160
31,Female,Employed part-time,34700,113,Rock,160
40,Male,Employed full-time,24050,1800,Pop,152
50,Male,Employed full-time,103300,2641,Pop,145
48,Female,Employed full-time,31350,2968,Rock,235
18,Female,Employed full-time,10000,1609,Pop,210
42,Male,Employed full-time,97750,767,Pop,126
30,Male,Employed full-time,42400,1666,Country,195
46,Male,Employed full-time,4800,911,Classical,153
21,Male,Employed full-time,105200,2364,Rock,110
35,Male,Employed full-time,27150,1578,Country,187
28,Male,Employed full-time,24350,278,Rock,227
31,Male,Employed full-time,52000,2777,Pop,203
48,Female,Employed full-time,92550,2088,Classical,205
24,Male,Student,5750,2800,Country,124
42,Female,Employed full-time,4200,390,Jazz,138
32,Female,Employed part-time,6900,987,Pop,148
36,Male,Employed full-time,172950,1693,Jazz,176
45,Male,Employed full-time,12300,440,Country,206
21,Male,Employed full-time,19250,1652,Hip Hop,204
63,Male,Employed part-time,39650,481,Rock,204
42,Female,Employed full-time,26700,3,Rock,145
33,Male,Employed full-time,155050,1629,Country,164
44,Female,Employed full-time,20200,593,Indie,164
23,Female,Unemployed,11900,144,Rock,193
35,Male,Employed full-time,21200,1753,Pop,209
48,Female,Employed part-time,52950,641,Classical,107
18,Male,Employed full-time,25700,1509,Indie,200
43,Male,Employed full-time,105200,1573,Country,153
47,Male,Employed full-time,41700,2313,Jazz,181
49,Male,Employed full-time,11150,1855,Jazz,151
48,Female,Employed part-time,32500,639,Country,132
26,Male,Employed full-time,13750,672,Indie,233
21,Female,Student,4250,643,Pop,146
33,Male,Employed full-time,161550,1563,Classical,113
46,Male,Employed full-time,189000,2208,Country,174
33,Male,Employed full-time,101100,2628,Jazz,254
30,Male,Employed full-time,29750,1349,Rock,109
43,Male,Employed full-time,21500,444,Rock,234
26,Male,Employed full-time,13350,2086,Pop,256
39,Male,Employed full-time,107350,1498,Pop,183
19,Male,Employed full-time,11900,155,Pop,155
34,Female,Employed full-time,7450,772,Rock,173
46,Female,Employed full-time,114900,2968,Pop,132
34,Male,Employed full-time,108600,567,Hip Hop,101
44,Male,Employed full-time,10650,2008,Classical,188
32,Male,Unemployed,48850,2891,Country,139
50,Female,Employed part-time,7200,959,Classical,248
30,Male,Unemployed,52200,121,Jazz,114
28,Male,Employed full-time,51250,2592,Pop,230
19,Female,Student,29650,226,Indie,218
50,Female,Employed full-time,117950,1158,Pop,180
22,Female,Employed full-time,750,320,Pop,186
30,Male,Employed full-time,119100,2148,Classical,130
49,Male,Employed full-time,98650,1642,Pop,187
36,Male,Student,20450,2186,Pop,172
31,Male,Employed full-time,2700,291,Pop,235
16,Male,Student,21100,795,Country,143
47,Female,Employed full-time,23100,2664,Pop,186
33,Female,Employed full-time,18850,1138,Rock,172
27,Female,Employed full-time,24800,2972,Classical,227
20,Male,Employed full-time,42600,358,Pop,197
28,Prefer not to say,Employed full-time,49800,106,Pop,269
16,Female,Employed full-time,6900,311,Pop,197
24,Male,Employed full-time,46500,91,Pop,188
44,Female,Employed full-time,47600,1869,Pop,186
34,Male,Employed full-time,102200,243,Rock,164
44,Male,Employed full-time,8300,1906,Pop,228
27,Female,Employed full-time,15250,1999,Hip Hop,201
25,Female,Employed part-time,20650,196,Classical,201
38,Female,Employed full-time,99250,1,Pop,218
17,Female,Student,18450,757,Pop,193
43,Male,Employed full-time,92450,483,Rock,120
40,Female,Employed full-time,13350,553,Classical,233
46,Male,Employed full-time,38050,451,Country,179
42,Male,Employed full-time,114350,2042,Classical,152
33,Male,Employed full-time,20450,798,Indie,177
23,Female,Employed full-time,107150,583,Pop,159
50,Male,Employed full-time,18850,1332,Classical,163
25,Male,Student,48500,1690,Classical,234
30,Female,Employed full-time,29750,1015,Indie,85
33,Male,Employed full-time,99750,15,Rock,181
22,Male,Employed full-time,41200,2956,Pop,106
49,Female,Employed part-time,35950,1325,Rock,215
25,Male,Employed full-time,9150,1247,Pop,296
47,Female,Employed full-time,23600,982,Rock,105
43,Male,Employed full-time,116550,576,Pop,172
49,Female,Employed full-time,29800,1542,Rock,241
32,Male,Employed full-time,47600,2090,Indie,226
40,Male,Employed full-time,124700,668,Jazz,241
19,Male,Employed part-time,56650,1894,Pop,273
26,Female,Employed full-time,43450,943,Classical,173
18,Female,Employed full-time,8700,665,Pop,242
20,Female,Employed full-time,26750,1753,Indie,232
47,Female,Employed full-time,29700,2498,Country,66
24,Male,Student,2950,1404,Rock,192
44,Female,Employed part-time,15350,2196,Country,164
27,Female,Employed full-time,28500,104,Pop,139
30,Male,Unemployed,37650,2799,Pop,127
50,Male,Employed full-time,160450,2022,Country,176
61,Male,Employed full-time,17250,931,Rock,164
20,Male,Student,21850,1073,Pop,172
44,Male,Employed full-time,100200,2730,Pop,69
39,Female,Employed full-time,12300,423,Pop,207
44,Female,Employed full-time,12500,2958,Rock,284
30,Male,Employed full-time,28500,1984,Country,173
35,Male,Employed full-time,111000,2493,Rock,198
22,Female,Employed full-time,14100,712,Indie,153
40,Male,Employed full-time,14150,2736,Pop,190
42,Male,Employed full-time,186000,552,Rock,168
39,Male,Employed full-time,23200,2287,Rock,164
35,Female,Employed part-time,27900,8,Pop,249
29,Female,Student,22650,2443,Pop,164
31,Male,Employed full-time,11600,765,Country,257
32,Female,Student,119000,570,Classical,168
41,Male,Employed full-time,18150,1348,Pop,176
38,Female,Employed full-time,28350,2171,Pop,188
25,Prefer not to say,Student,23200,586,Pop,228
43,Male,Employed full-time,2150,2712,Pop,138
35,Female,Employed full-time,700,2469,Indie,180
19,Male,Student,33150,1668,Pop,110
39,Male,Employed full-time,28050,350,Classical,197
23,Female,Student,17500,2286,Pop,172
38,Male,Employed full-time,5200,1005,Rock,224
46,Male,Employed full-time,54400,2534,Rock,267
19,Male,Student,11650,1037,Pop,205
33,Male,Employed full-time,8100,868,Pop,220
34,Male,Employed full-time,23950,505,Pop,215
39,Prefer not to say,Employed full-time,150,1635,Pop,171
38,Female,Employed full-time,45600,1742,Pop,150
32,Male,Employed full-time,15300,1706,Classical,106
32,Male,Employed full-time,91500,1018,Pop,173
31,Female,Employed full-time,200,2410,Rock,169
32,Male,Employed full-time,37850,533,Pop,205
39,Female,Employed full-time,52900,1899,Hip Hop,224
34,Female,Employed full-time,19250,205,Pop,164
39,Male,Employed full-time,29500,181,Classical,255
45,Male,Employed full-time,8300,2355,Rock,186
39,Male,Employed full-time,99300,2654,Pop,195
61,Male,Employed full-time,13900,2463,Jazz,41
30,Male,Employed full-time,24650,1478,Pop,219
16,Female,Student,26800,222,Pop,220
31,Other,Student,12500,35,Rock,192
34,Female,Employed full-time,38200,1356,Pop,168
29,Female,Employed part-time,37650,626,Pop,227
32,Female,Employed full-time,94950,1188,Pop,231
25,Female,Student,21600,1460,Rock,163
32,Male,Employed full-time,33050,1601,Rock,179
33,Female,Employed part-time,23400,829,Pop,183
31,Female,Employed full-time,28850,95,Pop,214
34,Male,Employed full-time,194450,218,Indie,133
43,Male,Employed full-time,172950,1108,Indie,166
32,Male,Employed full-time,31150,141,Indie,202
29,Female,Employed full-time,43400,544,Country,177
17,Prefer not to say,Student,10450,520,Rock,154
33,Female,Employed full-time,45550,13,Jazz,256
32,Male,Employed full-time,14250,2860,Pop,174
-1,Male,Student,21400,592,Pop,304
44,Prefer not to say,Employed part-time,7300,453,Pop,210
25,Female,Employed full-time,33350,462,Pop,138
19,Male,Employed full-time,99500,2702,Rock,163
21,Male,Employed full-time,10300,63,Rock,196
46,Female,Employed full-time,38250,255,Country,213
54,Other,Employed full-time,21950,294,Hip Hop,137
47,Female,Employed full-time,136400,1111,Hip Hop,163
44,Female,Employed part-time,58600,852,Pop,241
19,Female,Student,25150,191,Hip Hop,173
24,Female,Employed full-time,15600,702,Indie,202
46,Female,Employed full-time,24100,169,Pop,198
26,Female,Employed part-time,150,14,Country,121
29,Female,Employed full-time,7350,1285,Rock,204
43,Prefer not to say,Employed part-time,9800,1011,Pop,226
35,Male,Employed full-time,93300,2204,Rock,189
23,Prefer not to say,Employed full-time,1950,2397,Pop,199
27,Prefer not to say,Student,52050,1816,Rock,209
43,Male,Employed full-time,93700,2696,Classical,198
41,Male,Employed full-time,29600,2128,Pop,215
45,Male,Employed part-time,1850,2069,Pop,346
30,Female,Employed part-time,28200,1992,Pop,236
27,Female,Unemployed,45250,2879,Rock,289
22,Female,Employed full-time,16600,765,Pop,233
48,Female,Employed full-time,4750,380,Rock,168
32,Male,Employed full-time,25350,2417,Country,208
39,Female,Employed full-time,126550,1173,Indie,205
34,Male,Unemployed,300,149,Rock,216
17,Male,Unemployed,4650,314,Rock,181
47,Female,Employed full-time,45100,862,Pop,190
27,Male,Student,26000,834,Pop,191
45,Female,Employed full-time,16150,2703,Country,156
19,Female,Employed full-time,178000,962,Pop,147
36,Male,Employed full-time,17650,1980,Pop,234
34,Male,Employed full-time,194350,314,Pop,176
47,Male,Employed full-time,7150,2134,Pop,200
35,Female,Employed part-time,6800,1234,Pop,249
38,Female,Employed full-time,110850,15,Country,161
21,Male,Employed full-time,56600,56,Pop,245
41,Female,Employed full-time,11650,1798,Country,252
42,Female,Employed full-time,56550,1703,Pop,224
38,Male,Employed full-time,21100,272,Pop,222
24,Male,Student,14350,2096,Country,140
16,Male,Student,21750,2883,Pop,141
55,Female,Employed full-time,48700,2138,Classical,207
39,Male,Unemployed,13000,12,Pop,95
30,Male,Employed full-time,96300,1790,Pop,193
42,Female,Employed full-time,7850,1680,Country,180
38,Female,Employed full-time,109300,1661,Pop,177
22,Female,Employed full-time,8100,2685,Classical,258
31,Female,Employed part-time,32350,984,Rock,141
40,Male,Employed full-time,4550,2961,Pop,123
18,Male,Employed full-time,5700,2131,Pop,180
50,Female,Employed part-time,24150,1836,Rock,202
31,Male,Employed full-time,29700,314,Pop,183
34,Male,Employed full-time,6900,1371,Country,133
24,Female,Employed full-time,3400,1837,Classical,160
22,Female,Unemployed,11350,1603,Pop,93
36,Female,Employed full-time,58850,228,Classical,154
47,Female,Employed part-time,26650,997,Pop,161
17,Female,Student,4600,208,Pop,184
41,Female,Unemployed,43450,1617,Pop,179
34,Male,Employed full-time,9700,406,Rock,166
24,Male,Employed full-time,3200,1190,Pop,227
28,Male,Employed full-time,50,1464,Country,231
48,Male,Employed part-time,42600,1025,Country,237
46,Male,Employed full-time,103250,2410,Pop,224
27,Female,Student,26950,2893,Pop,133
17,Female,Student,13850,963,Pop,207
22,Male,Employed full-time,46950,2327,Rock,208
48,Female,Employed part-time,14200,849,Hip Hop,166
40,Male,Employed full-time,22100,2703,Rock,176
49,Female,Employed full-time,43250,243,Rock,144
19,Male,Employed full-time,46800,1229,Pop,190
33,Female,Employed full-time,11650,754,Pop,245
21,Male,Employed part-time,38350,1874,Classical,198
45,Male,Employed full-time,91100,2088,Classical,182
24,Female,Employed full-time,40100,1881,Pop,173
40,Female,Employed part-time,39200,2821,Jazz,172
46,Female,Employed full-time,7800,863,Country,136
38,Female,Employed part-time,32100,2608,Pop,193
57,Male,Employed full-time,20850,1248,Classical,185
28,Male,Student,113350,415,Country,185
17,Male,Unemployed,13100,386,Classical,191
32,Female,Employed full-time,6000,1454,Indie,218
19,Male,Student,14900,42,Rock,131
19,Male,Unemployed,2650,1065,Rock,138
39,Female,Employed full-time,37150,164,Rock,260
33,Female,Employed part-time,2050,14,Pop,210
48,Male,Employed full-time,92800,533,Pop,185
21,Male,Employed part-time,25300,1946,Rock,138
27,Male,Student,109900,799,Classical,166
36,Male,Employed full-time,28550,1345,Jazz,156
33,Male,Employed full-time,105250,213,Rock,192
28,Male,Employed full-time,57300,1525,Country,186
28,Female,Employed full-time,25650,271,Rock,174
35,Female,Employed full-time,23750,125,Rock,148
22,Female,Employed full-time,56700,1327,Pop,193
46,Female,Unemployed,22850,2411,Pop,218
34,Female,Employed part-time,57150,1431,Jazz,196
45,Female,Employed full-time,10850,2156,Rock,144
20,Female,Employed full-time,50200,2958,Pop,174
36,Male,Employed full-time,148950,1467,Pop,228
27,Female,Employed full-time,28100,254,Pop,87
17,Female,Student,7600,2617,Country,239
28,Female,Employed full-time,27600,1644,Jazz,173
39,Female,Employed full-time,47000,133,Country,141
29,Male,Student,1500,772,Pop,185
36,Female,Employed full-time,118050,6,Country,156
32,Male,Employed full-time,55850,1445,Indie,204
21,Female,Employed full-time,47550,205,Pop,190
47,Male,Employed full-time,35500,59,Pop,232
23,Male,Employed full-time,32900,1875,Pop,187
24,Male,Unemployed,14300,2701,Classical,276
37,Male,Employed part-time,22300,2638,Pop,187
17,Male,Student,18150,253,Hip Hop,211
24,Male,Employed full-time,9150,49,Jazz,116
19,Male,Student,20750,381,Country,139
24,Female,Employed full-time,49950,1646,Country,176
25,Female,Employed full-time,24400,27,Classical,209
45,Female,Unemployed,28000,108,Country,179
50,Female,Employed full-time,150250,1928,Pop,166
45,Female,Employed full-time,40450,237,Indie,119
32,Female,Unemployed,25150,2491,Jazz,164
18,Female,Employed part-time,48250,2084,Pop,212
43,Female,Employed full-time,22000,460,Rock,260
32,Male,Employed full-time,119050,2,Jazz,214
29,Prefer not to say,Student,7850,1939,Rock,208
20,Female,Student,2550,133,Pop,182
37,Male,Employed full-time,20450,2104,Pop,182
25,Female,Employed full-time,16450,109,Pop,226
36,Male,Employed full-time,22200,58,Pop,155
36,Female,Employed part-time,57800,2121,Pop,170
33,Male,Unemployed,42750,2497,Country,199
42,Female,Employed full-time,37300,192,Country,179
47,Male,Employed full-time,2050,2731,Pop,234
45,Male,Employed full-time,91500,1283,Indie,151
36,Male,Employed full-time,17950,884,Pop,152
26,Female,Employed full-time,41500,4,Country,217
45,Male,Student,38500,178,Classical,143
28,Male,Student,16500,351,Country,179
50,Female,Employed full-time,7750,1395,Pop,208
22,Male,Employed full-time,10000,1116,Classical,185
24,Male,Employed full-time,42800,280,Classical,226
17,Female,Student,4800,770,Rock,121
30,Female,Employed part-time,91850,161,Rock,150
27,Female,Student,20600,835,Rock,148
47,Male,Employed full-time,11000,467,Pop,175
36,Male,Employed full-time,10550,17,Pop,94
21,Female,Employed part-time,18250,221,Pop,207
28,Male,Employed full-time,36400,1750,Pop,140
19,Male,Student,2050,29,Pop,179
19,Female,Student,24200,362,Pop,198
20,Male,Employed full-time,21300,9,Classical,70
37,Female,Employed full-time,1250,2936,Rock,153
27,Female,Student,8350,1236,Hip Hop,146
46,Male,Employed full-time,103900,25,Pop,166
22,Female,Employed full-time,56950,279,Jazz,233
30,Male,Employed full-time,23350,2586,Pop,150
37,Female,Employed full-time,17800,132,Classical,193
24,Female,Employed full-time,12250,53,Country,196
22,Female,Student,28650,357,Pop,141
28,Female,Employed full-time,42000,54,Pop,217
17,Male,Student,17750,87,Classical,202
28,Female,Employed full-time,32850,22,Indie,200
23,Male,Employed full-time,21900,217,Rock,167
41,Female,Employed part-time,8000,340,Pop,200
30,Female,Employed full-time,7000,92,Classical,209
34,Male,Employed full-time,8450,2960,Pop,182
23,Male,Student,1050,239,Pop,114
38,Male,Employed full-time,116150,326,Pop,210
18,Female,Employed full-time,7700,2665,Country,227
28,Male,Employed full-time,28050,792,Pop,184
30,Male,Employed full-time,132350,1604,Pop,134
18,Male,Employed full-time,48050,1618,Country,175
16,Male,Student,7300,87,Country,252
34,Female,Employed full-time,150,2752,Rock,158
43,Female,Employed part-time,158950,256,Classical,167
26,Male,Student,12750,2792,Rock,244
23,Female,Employed full-time,38950,326,Pop,192
39,Female,Unemployed,26700,1734,Country,129
26,Male,Student,18950,75,Pop,237
38,Male,Employed full-time,1400,1077,Pop,183
38,Female,Employed full-time,20700,2927,Pop,110
27,Male,Employed full-time,2800,2853,Pop,196
21,Male,Employed full-time,42250,289,Pop,228
43,Female,Employed part-time,41900,172,Rock,116
20,Male,Unemployed,850,291,Pop,196
29,Male,Employed full-time,46850,197,Pop,231
23,Prefer not to say,Employed full-time,22500,42,Pop,141
23,Male,Student,5350,44,Pop,233
45,Female,Employed full-time,160550,2744,Country,208
34,Female,Employed full-time,58550,2132,Country,145
20,Male,Employed full-time,38700,15,Indie,293
19,Male,Employed full-time,22600,317,Jazz,126
27,Female,Employed full-time,14750,29,Pop,303
22,Female,Employed full-time,56450,606,Country,146
26,Male,Employed part-time,44450,101,Pop,103
19,Female,Employed full-time,43600,1352,Pop,113
21,Female,Employed full-time,29150,1381,Hip Hop,264
17,Female,Student,50,1105,Pop,208
38,Female,Employed full-time,26650,826,Pop,223
44,Male,Employed full-time,172700,2268,Pop,191
30,Other,Student,23850,2136,Classical,58
18,Female,Employed full-time,31250,14,Pop,185
38,Male,Employed full-time,110400,1014,Rock,199
26,Male,Unemployed,25300,448,Rock,214
36,Male,Employed full-time,139300,2544,Pop,198
39,Female,Employed full-time,3000,51,Rock,207
